accel,battery,light,lock,noti_pendding,noti_posted,noti_removed,proximity,ringer,screen_on,state,timestamp,unlock_duration
411779.0,3.0,0.0,-1.0,4.0,8483.0,416113.0,0.0,2.0,2.0,-1.0,1463755923510.0,-1.0
421779.0,3.0,0.0,-1.0,4.0,18483.0,426113.0,0.0,2.0,2.0,-1.0,1463755933510.0,-1.0
431779.0,3.0,0.0,-1.0,4.0,1.0,436113.0,0.0,2.0,2.0,-1.0,1463755943510.0,-1.0
441779.0,3.0,0.0,-1.0,4.0,10001.0,446113.0,0.0,2.0,2.0,-1.0,1463755953510.0,-1.0
451779.0,3.0,0.0,-1.0,4.0,20001.0,456113.0,0.0,2.0,2.0,-1.0,1463755963510.0,-1.0
461779.0,3.0,0.0,-1.0,4.0,30001.0,466113.0,0.0,2.0,2.0,-1.0,1463755973510.0,-1.0
471779.0,3.0,0.0,-1.0,4.0,40001.0,476113.0,0.0,2.0,2.0,-1.0,1463755983510.0,-1.0
481779.0,3.0,0.0,-1.0,4.0,50001.0,486113.0,0.0,2.0,2.0,-1.0,1463755993510.0,-1.0
491779.0,3.0,0.0,-1.0,4.0,60001.0,496113.0,0.0,2.0,2.0,-1.0,1463756003510.0,-1.0
501779.0,3.0,0.0,-1.0,4.0,70001.0,506113.0,0.0,2.0,2.0,-1.0,1463756013510.0,-1.0
511779.0,3.0,0.0,-1.0,4.0,80001.0,516113.0,0.0,2.0,2.0,-1.0,1463756023510.0,-1.0
521779.0,3.0,0.0,-1.0,4.0,90001.0,526113.0,0.0,2.0,2.0,-1.0,1463756033510.0,-1.0
531779.0,3.0,0.0,-1.0,4.0,100001.0,536113.0,0.0,2.0,2.0,-1.0,1463756043510.0,-1.0
541779.0,3.0,0.0,-1.0,4.0,110001.0,546113.0,0.0,2.0,2.0,-1.0,1463756053510.0,-1.0
551779.0,3.0,0.0,-1.0,4.0,120001.0,556113.0,0.0,2.0,2.0,-1.0,1463756063510.0,-1.0
561779.0,3.0,0.0,-1.0,4.0,130001.0,566113.0,0.0,2.0,2.0,-1.0,1463756073510.0,-1.0
571779.0,3.0,0.0,-1.0,4.0,140001.0,576113.0,0.0,2.0,2.0,-1.0,1463756083510.0,-1.0
581779.0,3.0,0.0,-1.0,4.0,150001.0,586113.0,0.0,2.0,2.0,-1.0,1463756093510.0,-1.0
591779.0,3.0,0.0,-1.0,4.0,160001.0,596113.0,0.0,2.0,2.0,-1.0,1463756103510.0,-1.0
601779.0,3.0,0.0,-1.0,4.0,170001.0,606113.0,0.0,2.0,2.0,-1.0,1463756113510.0,-1.0
611779.0,3.0,0.0,-1.0,4.0,180001.0,616113.0,0.0,2.0,2.0,-1.0,1463756123510.0,-1.0
621779.0,3.0,0.0,-1.0,4.0,190001.0,626113.0,0.0,2.0,2.0,-1.0,1463756133510.0,-1.0
631779.0,3.0,0.0,-1.0,4.0,200001.0,636113.0,0.0,2.0,2.0,-1.0,1463756143510.0,-1.0
641779.0,3.0,0.0,-1.0,4.0,210001.0,646113.0,0.0,2.0,2.0,-1.0,1463756153510.0,-1.0
651779.0,3.0,0.0,-1.0,4.0,220001.0,656113.0,0.0,2.0,2.0,-1.0,1463756163510.0,-1.0
661779.0,3.0,0.0,-1.0,4.0,230001.0,666113.0,0.0,2.0,2.0,-1.0,1463756173510.0,-1.0
671779.0,3.0,0.0,-1.0,4.0,240001.0,676113.0,0.0,2.0,2.0,-1.0,1463756183510.0,-1.0
681779.0,3.0,0.0,-1.0,4.0,250001.0,686113.0,0.0,2.0,2.0,-1.0,1463756193510.0,-1.0
691779.0,3.0,0.0,-1.0,4.0,260001.0,696113.0,0.0,2.0,2.0,-1.0,1463756203510.0,-1.0
701779.0,3.0,0.0,-1.0,4.0,270001.0,706113.0,0.0,2.0,2.0,-1.0,1463756213510.0,-1.0
711779.0,3.0,0.0,-1.0,4.0,280001.0,716113.0,0.0,2.0,2.0,-1.0,1463756223510.0,-1.0
721779.0,3.0,0.0,-1.0,4.0,290001.0,726113.0,0.0,2.0,2.0,-1.0,1463756233510.0,-1.0
731779.0,3.0,0.0,-1.0,4.0,300001.0,736113.0,0.0,2.0,2.0,-1.0,1463756243510.0,-1.0
741779.0,3.0,0.0,-1.0,4.0,310001.0,746113.0,0.0,2.0,2.0,-1.0,1463756253510.0,-1.0
751779.0,3.0,0.0,-1.0,4.0,320001.0,756113.0,0.0,2.0,2.0,-1.0,1463756263510.0,-1.0
761779.0,3.0,0.0,-1.0,4.0,330001.0,766113.0,0.0,2.0,2.0,-1.0,1463756273510.0,-1.0
771779.0,3.0,0.0,-1.0,4.0,340001.0,776113.0,0.0,2.0,2.0,-1.0,1463756283510.0,-1.0
781779.0,3.0,0.0,-1.0,4.0,350001.0,786113.0,0.0,2.0,2.0,-1.0,1463756293510.0,-1.0
791779.0,3.0,0.0,-1.0,4.0,360001.0,796113.0,0.0,2.0,2.0,-1.0,1463756303510.0,-1.0
801779.0,3.0,0.0,-1.0,4.0,370001.0,806113.0,0.0,2.0,2.0,-1.0,1463756313510.0,-1.0
811779.0,3.0,0.0,-1.0,4.0,380001.0,816113.0,0.0,2.0,2.0,-1.0,1463756323510.0,-1.0
821779.0,3.0,0.0,-1.0,4.0,390001.0,826113.0,0.0,2.0,2.0,-1.0,1463756333510.0,-1.0
831779.0,3.0,0.0,-1.0,4.0,400001.0,836113.0,0.0,2.0,2.0,-1.0,1463756343510.0,-1.0
841779.0,3.0,0.0,-1.0,4.0,410001.0,846113.0,0.0,2.0,2.0,-1.0,1463756353510.0,-1.0
851779.0,3.0,0.0,-1.0,4.0,420001.0,856113.0,0.0,2.0,2.0,-1.0,1463756363510.0,-1.0
861779.0,3.0,0.0,-1.0,4.0,430001.0,866113.0,0.0,2.0,2.0,-1.0,1463756373510.0,-1.0
871779.0,3.0,0.0,-1.0,4.0,440001.0,876113.0,0.0,2.0,2.0,-1.0,1463756383510.0,-1.0
881779.0,3.0,0.0,-1.0,4.0,450001.0,886113.0,0.0,2.0,2.0,-1.0,1463756393510.0,-1.0
891779.0,3.0,0.0,-1.0,4.0,460001.0,896113.0,0.0,2.0,2.0,-1.0,1463756403510.0,-1.0
901779.0,3.0,0.0,-1.0,4.0,470001.0,906113.0,0.0,2.0,2.0,-1.0,1463756413510.0,-1.0
911779.0,3.0,0.0,-1.0,4.0,480001.0,916113.0,0.0,2.0,2.0,-1.0,1463756423510.0,-1.0
921779.0,3.0,0.0,-1.0,4.0,490001.0,926113.0,0.0,2.0,2.0,-1.0,1463756433510.0,-1.0
931779.0,3.0,0.0,-1.0,4.0,500001.0,936113.0,0.0,2.0,2.0,-1.0,1463756443510.0,-1.0
941779.0,3.0,0.0,-1.0,4.0,510001.0,946113.0,0.0,2.0,2.0,-1.0,1463756453510.0,-1.0
951779.0,3.0,0.0,-1.0,4.0,520001.0,956113.0,0.0,2.0,2.0,-1.0,1463756463510.0,-1.0
961779.0,3.0,0.0,-1.0,4.0,530001.0,966113.0,0.0,2.0,2.0,-1.0,1463756473510.0,-1.0
971779.0,3.0,0.0,-1.0,4.0,540001.0,976113.0,0.0,2.0,2.0,-1.0,1463756483510.0,-1.0
981779.0,3.0,0.0,-1.0,4.0,550001.0,986113.0,0.0,2.0,2.0,-1.0,1463756493510.0,-1.0
991779.0,3.0,0.0,-1.0,4.0,560001.0,996113.0,0.0,2.0,2.0,-1.0,1463756503510.0,-1.0
1001779.0,3.0,0.0,-1.0,4.0,570001.0,1006113.0,0.0,2.0,2.0,-1.0,1463756513510.0,-1.0
1011779.0,3.0,0.0,-1.0,4.0,580001.0,1016113.0,0.0,2.0,2.0,-1.0,1463756523510.0,-1.0
1021779.0,3.0,0.0,-1.0,4.0,590001.0,1026113.0,0.0,2.0,2.0,-1.0,1463756533510.0,-1.0
1031779.0,3.0,0.0,-1.0,4.0,600001.0,1036113.0,0.0,2.0,2.0,-1.0,1463756543510.0,-1.0
1041779.0,3.0,0.0,-1.0,4.0,610001.0,1046113.0,0.0,2.0,2.0,-1.0,1463756553510.0,-1.0
1051779.0,3.0,0.0,-1.0,4.0,620001.0,1056113.0,0.0,2.0,2.0,-1.0,1463756563510.0,-1.0
1061779.0,3.0,0.0,-1.0,4.0,630001.0,1066113.0,0.0,2.0,2.0,-1.0,1463756573510.0,-1.0
1071779.0,3.0,0.0,-1.0,4.0,640001.0,1076113.0,0.0,2.0,2.0,-1.0,1463756583510.0,-1.0
1081779.0,3.0,0.0,-1.0,4.0,650001.0,1086113.0,0.0,2.0,2.0,-1.0,1463756593510.0,-1.0
1091779.0,3.0,0.0,-1.0,4.0,660001.0,1096113.0,0.0,2.0,2.0,-1.0,1463756603510.0,-1.0
1101779.0,3.0,0.0,-1.0,4.0,670001.0,1106113.0,0.0,2.0,2.0,-1.0,1463756613510.0,-1.0
1111779.0,3.0,0.0,-1.0,4.0,680001.0,1116113.0,0.0,2.0,2.0,-1.0,1463756623510.0,-1.0
1121779.0,3.0,0.0,-1.0,4.0,690001.0,1126113.0,0.0,2.0,2.0,-1.0,1463756633510.0,-1.0
1131779.0,3.0,0.0,-1.0,4.0,700001.0,1136113.0,0.0,2.0,2.0,-1.0,1463756643510.0,-1.0
1141779.0,3.0,0.0,-1.0,4.0,710001.0,1146113.0,0.0,2.0,2.0,-1.0,1463756653510.0,-1.0
1151779.0,3.0,0.0,-1.0,4.0,720001.0,1156113.0,0.0,2.0,2.0,-1.0,1463756663510.0,-1.0
1161779.0,3.0,0.0,-1.0,4.0,730001.0,1166113.0,0.0,2.0,2.0,-1.0,1463756673510.0,-1.0
1171779.0,3.0,0.0,-1.0,4.0,740001.0,1176113.0,0.0,2.0,2.0,-1.0,1463756683510.0,-1.0
1181779.0,3.0,0.0,-1.0,4.0,750001.0,1186113.0,0.0,2.0,2.0,-1.0,1463756693510.0,-1.0
1191779.0,3.0,0.0,-1.0,4.0,760001.0,1196113.0,0.0,2.0,2.0,-1.0,1463756703510.0,-1.0
1201779.0,3.0,0.0,-1.0,4.0,770001.0,1206113.0,0.0,2.0,2.0,-1.0,1463756713510.0,-1.0
1211779.0,3.0,0.0,-1.0,4.0,780001.0,1216113.0,0.0,2.0,2.0,-1.0,1463756723510.0,-1.0
1221779.0,3.0,0.0,-1.0,4.0,790001.0,1226113.0,0.0,2.0,2.0,-1.0,1463756733510.0,-1.0
1231779.0,3.0,0.0,-1.0,4.0,800001.0,1236113.0,0.0,2.0,2.0,-1.0,1463756743510.0,-1.0
1241779.0,3.0,0.0,-1.0,4.0,810001.0,1246113.0,0.0,2.0,2.0,-1.0,1463756753510.0,-1.0
1251779.0,3.0,0.0,-1.0,4.0,820001.0,1256113.0,0.0,2.0,2.0,-1.0,1463756763510.0,-1.0
1261779.0,3.0,0.0,-1.0,4.0,830001.0,1266113.0,0.0,2.0,2.0,-1.0,1463756773510.0,-1.0
1271779.0,3.0,0.0,-1.0,4.0,840001.0,1276113.0,0.0,2.0,2.0,-1.0,1463756783510.0,-1.0
1281779.0,3.0,0.0,-1.0,4.0,850001.0,1286113.0,0.0,2.0,2.0,-1.0,1463756793510.0,-1.0
1291779.0,3.0,0.0,-1.0,4.0,860001.0,1296113.0,0.0,2.0,2.0,-1.0,1463756803510.0,-1.0
1301779.0,3.0,0.0,-1.0,4.0,870001.0,1306113.0,0.0,2.0,2.0,-1.0,1463756813510.0,-1.0
1311779.0,3.0,0.0,-1.0,4.0,880001.0,1316113.0,0.0,2.0,2.0,-1.0,1463756823510.0,-1.0
1321779.0,3.0,0.0,-1.0,4.0,890001.0,1326113.0,0.0,2.0,2.0,-1.0,1463756833510.0,-1.0
1331779.0,3.0,0.0,-1.0,4.0,900001.0,1336113.0,0.0,2.0,2.0,-1.0,1463756843510.0,-1.0
1341779.0,3.0,0.0,-1.0,4.0,910001.0,1346113.0,0.0,2.0,2.0,-1.0,1463756853510.0,-1.0
1351779.0,3.0,0.0,-1.0,4.0,920001.0,1356113.0,0.0,2.0,2.0,-1.0,1463756863510.0,-1.0
1361779.0,3.0,0.0,-1.0,4.0,930001.0,1366113.0,0.0,2.0,2.0,-1.0,1463756873510.0,-1.0
1371779.0,3.0,0.0,-1.0,4.0,940001.0,1376113.0,0.0,2.0,2.0,-1.0,1463756883510.0,-1.0
1381779.0,3.0,0.0,-1.0,4.0,950001.0,1386113.0,0.0,2.0,2.0,-1.0,1463756893510.0,-1.0
1391779.0,3.0,0.0,-1.0,4.0,845.0,1396113.0,0.0,2.0,2.0,-1.0,1463756903510.0,-1.0
1401779.0,3.0,0.0,-1.0,4.0,10845.0,1406113.0,0.0,2.0,2.0,-1.0,1463756913510.0,-1.0
1411779.0,3.0,0.0,-1.0,4.0,20845.0,1416113.0,0.0,2.0,2.0,-1.0,1463756923510.0,-1.0
1421779.0,3.0,0.0,-1.0,4.0,30845.0,1426113.0,0.0,2.0,2.0,-1.0,1463756933510.0,-1.0
1431779.0,3.0,0.0,-1.0,4.0,40845.0,1436113.0,0.0,2.0,2.0,-1.0,1463756943510.0,-1.0
1441779.0,3.0,0.0,-1.0,4.0,50845.0,1446113.0,0.0,2.0,2.0,-1.0,1463756953510.0,-1.0
1451779.0,3.0,0.0,-1.0,4.0,60845.0,1456113.0,0.0,2.0,2.0,-1.0,1463756963510.0,-1.0
1461779.0,3.0,0.0,-1.0,4.0,70845.0,1466113.0,0.0,2.0,2.0,-1.0,1463756973510.0,-1.0
1471779.0,3.0,0.0,-1.0,4.0,80845.0,1476113.0,0.0,2.0,2.0,-1.0,1463756983510.0,-1.0
1481779.0,3.0,0.0,-1.0,4.0,90845.0,1486113.0,0.0,2.0,2.0,-1.0,1463756993510.0,-1.0
1491779.0,3.0,0.0,-1.0,4.0,100845.0,1496113.0,0.0,2.0,2.0,-1.0,1463757003510.0,-1.0
1501779.0,3.0,0.0,-1.0,4.0,110845.0,1506113.0,0.0,2.0,2.0,-1.0,1463757013510.0,-1.0
1511779.0,3.0,0.0,-1.0,4.0,120845.0,1516113.0,0.0,2.0,2.0,-1.0,1463757023510.0,-1.0
1521779.0,3.0,0.0,-1.0,4.0,130845.0,1526113.0,0.0,2.0,2.0,-1.0,1463757033510.0,-1.0
1531779.0,3.0,0.0,-1.0,4.0,140845.0,1536113.0,0.0,2.0,2.0,-1.0,1463757043510.0,-1.0
1541779.0,3.0,0.0,-1.0,4.0,150845.0,1546113.0,0.0,2.0,2.0,-1.0,1463757053510.0,-1.0
1551779.0,3.0,0.0,-1.0,4.0,160845.0,1556113.0,0.0,2.0,2.0,-1.0,1463757063510.0,-1.0
1561779.0,3.0,0.0,-1.0,4.0,170845.0,1566113.0,0.0,2.0,2.0,-1.0,1463757073510.0,-1.0
1571779.0,3.0,0.0,-1.0,4.0,180845.0,1576113.0,0.0,2.0,2.0,-1.0,1463757083510.0,-1.0
1581779.0,3.0,0.0,-1.0,4.0,190845.0,1586113.0,0.0,2.0,2.0,-1.0,1463757093510.0,-1.0
1591779.0,3.0,0.0,-1.0,4.0,200845.0,1596113.0,0.0,2.0,2.0,-1.0,1463757103510.0,-1.0
1601779.0,3.0,0.0,-1.0,4.0,210845.0,1606113.0,0.0,2.0,2.0,-1.0,1463757113510.0,-1.0
1611779.0,3.0,0.0,-1.0,4.0,220845.0,1616113.0,0.0,2.0,2.0,-1.0,1463757123510.0,-1.0
1621779.0,3.0,0.0,-1.0,4.0,230845.0,1626113.0,0.0,2.0,2.0,-1.0,1463757133510.0,-1.0
1631779.0,3.0,0.0,-1.0,4.0,240845.0,1636113.0,0.0,2.0,2.0,-1.0,1463757143510.0,-1.0
1641779.0,3.0,0.0,-1.0,4.0,250845.0,1646113.0,0.0,2.0,2.0,-1.0,1463757153510.0,-1.0
1651779.0,3.0,0.0,-1.0,4.0,260845.0,1656113.0,0.0,2.0,2.0,-1.0,1463757163510.0,-1.0
1661779.0,3.0,0.0,-1.0,4.0,270845.0,1666113.0,0.0,2.0,2.0,-1.0,1463757173510.0,-1.0
1671779.0,3.0,0.0,-1.0,4.0,280845.0,1676113.0,0.0,2.0,2.0,-1.0,1463757183510.0,-1.0
1681779.0,3.0,0.0,-1.0,4.0,290845.0,1686113.0,0.0,2.0,2.0,-1.0,1463757193510.0,-1.0
1691779.0,3.0,0.0,-1.0,4.0,300845.0,1696113.0,0.0,2.0,2.0,-1.0,1463757203510.0,-1.0
1701779.0,3.0,0.0,-1.0,4.0,310845.0,1706113.0,0.0,2.0,2.0,-1.0,1463757213510.0,-1.0
1711779.0,3.0,0.0,-1.0,4.0,320845.0,1716113.0,0.0,2.0,2.0,-1.0,1463757223510.0,-1.0
1721779.0,3.0,0.0,-1.0,4.0,330845.0,1726113.0,0.0,2.0,2.0,-1.0,1463757233510.0,-1.0
1731779.0,3.0,0.0,-1.0,4.0,340845.0,1736113.0,0.0,2.0,2.0,-1.0,1463757243510.0,-1.0
1741779.0,3.0,0.0,-1.0,4.0,350845.0,1746113.0,0.0,2.0,2.0,-1.0,1463757253510.0,-1.0
1751779.0,3.0,0.0,-1.0,4.0,360845.0,1756113.0,0.0,2.0,2.0,-1.0,1463757263510.0,-1.0
1761779.0,3.0,0.0,-1.0,4.0,370845.0,1766113.0,0.0,2.0,2.0,-1.0,1463757273510.0,-1.0
1771779.0,3.0,0.0,-1.0,4.0,380845.0,1776113.0,0.0,2.0,2.0,-1.0,1463757283510.0,-1.0
1781779.0,3.0,0.0,-1.0,4.0,390845.0,1786113.0,0.0,2.0,2.0,-1.0,1463757293510.0,-1.0
1791779.0,3.0,0.0,-1.0,4.0,400845.0,1796113.0,0.0,2.0,2.0,-1.0,1463757303510.0,-1.0
1801779.0,3.0,0.0,-1.0,4.0,410845.0,1806113.0,0.0,2.0,2.0,-1.0,1463757313510.0,-1.0
1811779.0,3.0,0.0,-1.0,4.0,420845.0,1816113.0,0.0,2.0,2.0,-1.0,1463757323510.0,-1.0
1821779.0,3.0,0.0,-1.0,4.0,430845.0,1826113.0,0.0,2.0,2.0,-1.0,1463757333510.0,-1.0
1831779.0,3.0,0.0,-1.0,4.0,440845.0,1836113.0,0.0,2.0,2.0,-1.0,1463757343510.0,-1.0
1841779.0,3.0,0.0,-1.0,4.0,450845.0,1846113.0,0.0,2.0,2.0,-1.0,1463757353510.0,-1.0
1851779.0,3.0,0.0,-1.0,4.0,7432.0,1856113.0,0.0,2.0,2.0,-1.0,1463757363510.0,-1.0
1861779.0,3.0,0.0,-1.0,4.0,17432.0,1866113.0,0.0,2.0,2.0,-1.0,1463757373510.0,-1.0
1871779.0,3.0,0.0,-1.0,4.0,27432.0,1876113.0,0.0,2.0,2.0,-1.0,1463757383510.0,-1.0
1881779.0,3.0,0.0,-1.0,4.0,37432.0,1886113.0,0.0,2.0,2.0,-1.0,1463757393510.0,-1.0
1891779.0,3.0,0.0,-1.0,4.0,47432.0,1896113.0,0.0,2.0,2.0,-1.0,1463757403510.0,-1.0
1901779.0,3.0,0.0,-1.0,4.0,57432.0,1906113.0,0.0,2.0,2.0,-1.0,1463757413510.0,-1.0
1911779.0,3.0,0.0,-1.0,4.0,67432.0,1916113.0,0.0,2.0,2.0,-1.0,1463757423510.0,-1.0
1921779.0,3.0,0.0,-1.0,4.0,77432.0,1926113.0,0.0,2.0,2.0,-1.0,1463757433510.0,-1.0
1931779.0,3.0,0.0,-1.0,4.0,87432.0,1936113.0,0.0,2.0,2.0,-1.0,1463757443510.0,-1.0
1941779.0,3.0,0.0,-1.0,4.0,97432.0,1946113.0,0.0,2.0,2.0,-1.0,1463757453510.0,-1.0
1951779.0,3.0,0.0,-1.0,4.0,107432.0,1956113.0,0.0,2.0,2.0,-1.0,1463757463510.0,-1.0
1961779.0,3.0,0.0,-1.0,4.0,117432.0,1966113.0,0.0,2.0,2.0,-1.0,1463757473510.0,-1.0
1971779.0,3.0,0.0,-1.0,4.0,127432.0,1976113.0,0.0,2.0,2.0,-1.0,1463757483510.0,-1.0
1981779.0,3.0,0.0,-1.0,4.0,137432.0,1986113.0,0.0,2.0,2.0,-1.0,1463757493510.0,-1.0
1991779.0,3.0,0.0,-1.0,4.0,147432.0,1996113.0,0.0,2.0,2.0,-1.0,1463757503510.0,-1.0
2001779.0,3.0,0.0,-1.0,4.0,157432.0,2006113.0,0.0,2.0,2.0,-1.0,1463757513510.0,-1.0
